138,139,136
125,132,126
133,142,135
145,155,153
153,162,162
141,146,146
136,136,135
141,145,142
147,160,155
151,158,152
148,151,146
130,136,130
116,122,121
82,94,95
51,63,61
67,72,70
129,134,132
140,146,143
155,165,159
132,146,139
107,128,123
116,135,133
85,100,102
33,45,43
64,81,82
58,93,128
29,50,76
19,45,54
30,65,95
34,79,121
26,61,93
23,54,83
25,58,88
24,56,86
23,54,83
24,56,85
24,56,85
22,52,79
24,56,85
25,58,88
24,56,86
24,56,86
25,59,90
25,58,88
25,58,88
24,56,86
25,58,88
25,58,88
25,58,88
25,58,88
25,58,88
25,58,88
25,58,88
25,58,88
24,56,86
23,54,82
22,52,80
23,54,83
31,62,90
34,60,91
35,61,93
33,58,89
35,61,93
37,65,98
123,130,126
130,136,133
128,136,130
118,127,119
132,144,140
154,162,164
151,154,154
140,142,138
156,166,159
166,175,166
149,154,147
145,149,146
131,133,134
67,78,77
30,46,57
26,43,56
67,78,78
117,129,131
105,117,116
108,128,120
101,128,121
124,149,147
97,115,116
38,48,50
62,82,85
44,77,118
26,47,71
10,47,56
22,53,81
28,65,99
25,58,88
22,50,77
22,52,79
22,50,77
21,48,74
21,49,75
21,48,74
21,49,75
21,49,75
22,50,77
22,52,79
22,52,79
22,52,79
22,52,80
22,52,79
22,50,77
22,50,77
22,52,79
22,50,77
22,50,77
22,50,77
22,50,77
22,50,77
22,50,77
22,50,77
21,49,75
20,47,72
22,52,80
28,52,77
30,53,80
32,56,86
31,54,83
32,56,85
33,58,88
131,143,139
117,121,121
134,138,137
121,130,119
95,110,101
133,146,146
141,147,147
137,139,135
158,163,156
169,174,163
175,180,174
175,179,181
131,133,134
93,101,97
41,58,72
30,52,79
35,59,86
58,81,99
36,50,61
42,62,73
48,68,80
56,76,88
42,55,62
80,97,103
73,107,122
44,77,118
31,66,89
9,38,54
19,45,69
19,45,69
21,49,75
22,50,77
21,48,74
21,48,74
21,48,74
20,47,72
20,47,72
21,49,75
22,52,79
22,50,77
22,52,79
22,52,80
22,50,77
22,50,77
22,50,77
22,50,77
