13,28,32
3,10,17
7,13,19
7,14,20
10,17,22
13,18,22
7,13,20
9,18,27
10,19,25
4,6,8
16,19,23
15,21,28
36,34,35
79,69,68
75,58,54
73,54,48
71,52,45
66,45,37
71,54,45
85,67,56
94,74,68
91,73,71
71,52,47
62,45,41
57,41,38
43,28,27
40,33,32
30,29,26
25,20,20
44,34,34
61,44,41
108,84,76
132,105,97
113,86,74
38,24,20
35,31,35
103,92,90
104,84,74
109,84,73
104,80,71
99,75,66
99,77,67
111,87,78
107,81,72
111,83,74
121,94,83
117,89,74
125,104,95
69,63,55
91,86,74
122,112,100
127,111,102
127,114,109
99,97,88
100,92,79
139,114,102
157,134,118
149,128,110
144,124,109
148,126,116
146,124,116
159,136,123
182,159,143
187,162,147
13,26,33
11,17,25
6,11,22
0,7,15
2,7,14
7,11,17
9,12,23
10,20,29
21,36,42
30,41,49
38,45,54
29,37,42
44,50,51
46,43,46
52,39,41
56,43,43
38,32,31
36,28,26
53,39,40
60,46,49
56,45,41
48,37,35
30,18,16
33,22,23
37,32,36
12,12,14
28,31,32
8,14,17
32,34,38
49,40,43
68,48,50
75,53,47
58,39,28
40,22,20
24,23,30
102,84,83
146,114,99
114,93,79
111,90,80
105,81,74
99,77,68
98,74,66
102,79,69
110,85,76
109,81,73
119,94,85
113,88,78
120,93,82
86,72,63
100,91,81
140,122,109
154,131,117
170,151,138
143,125,109
149,130,115
152,127,117
149,125,110
159,136,112
149,122,104
144,113,102
148,120,107
180,153,134
193,166,145
141,116,98
7,16,15
5,10,15
7,13,23
0,7,15
0,5,13
2,7,13
13,22,31
39,52,61
50,65,70
26,40,42
18,29,33
34,41,41
43,47,44
32,36,38
34,31,34
58,50,48
53,44,44
61,51,51
64,53,53
76,66,66
53,50,45
23,18,16
31,24,26
31,26,32
19,20,24
0,1,3
42,36,45
85,70,78
119,101,99
99,80,69
111,91,82
77,63,58
62,50,49
79,66,63
104,87,85
119,94,83
140,106,89
131,104,89
118,95,84
115,91,81
107,82,73
103,79,71
100,79,69
106,80,72
106,78,69
110,84,72
130,103,91
122,91,79
130,108,95
143,125,111
153,134,114
149,131,115
94,77,62
104,81,62
183,161,141
179,156,137
154,126,110
153,128,111
161,133,115
152,123,108
151,124,104
187,158,134
180,151,129
113,90,78
3,9,8
6,9,15
3,6,17
3,8,16
6,12,19
8,15,23
8,17,19
28,37,39
29,37,40
9,20,19
10,19,20
29,38,40
44,56,56
35,45,46
12,14,17
26,17,18
46,34,36
61,51,53
67,59,56
73,62,57
69,61,58
30,22,27
14,12,18
1,5,10
0,0,6
36,39,46
108,92,88
132,104,95
129,105,95
99,76,64
122,94,81
124,105,95
89,73,69
124,99,95
138,106,97
117,90,73
125,99,86
141,111,101
125,95,81
119,91,79
109,81,75
104,79,71
109,87,78
110,84,77
113,85,76
110,85,69
128,98,85
136,106,95
133,106,92
149,123,103
178,153,129
124,106,97
0,0,0
68,53,45
170,144,130
189,160,140
179,152,137
157,131,114
162,135,113
165,137,114
165,138,116
168,140,118
151,123,100
165,142,122
4,12,16
2,8,14
0,5,13
0,6,14
2,6,14
11,16,24
10,20,19
14,26,23
18,31,37
31,44,55
42,52,60
25,32,34
28,42,44
21,34,38
14,16,23
0,0,4
29,31,32
59,60,63
69,68,67
83,78,72
78,72,74
29,29,35
0,0,1
1,6,14
79,75,78
179,154,148
149,124,109
103,82,65
113,92,77
100,79,66
109,82,72
126,105,94
95,73,64
103,76,68
121,93,77
131,103,93
116,90,79
134,105,94
143,115,102
117,92,79
110,84,78
105,81,73
108,85,77
112,87,80
112,84,75
118,91,79
117,90,76
150,121,106
129,96,79
116,83,61
187,153,131
147,123,114
60,61,66
60,55,52
164,137,119
196,167,145
190,163,141
172,145,123
160,132,112
176,147,129
182,154,134
162,135,110
175,149,125
200,172,147
15,30,39
14,30,40
8,23,30
1,10,20
0,8,15
27,35,43
26,39,44
19,32,34
34,47,47
33,49,50
27,41,42
24,33,34
33,43,44
42,53,60
37,45,57
27,41,48
46,64,64
30,42,44
46,52,53
73,79,74
77,93,87
28,42,47
17,20,29
142,121,117
149,119,102
124,93,76
109,82,68
101,80,68
114,92,80
109,86,74
91,69,57
104,82,70
123,103,92
106,84,72
115,93,76
122,96,81
114,84,74
111,82,72
146,118,105
145,121,106
114,89,80
113,87,80
111,85,77
111,85,75
111,84,73
117,90,82
115,89,74
116,88,71
64,36,25
130,101,86
148,111,93
156,128,112
149,143,139
144,130,116
186,155,130
193,165,143
202,175,150
178,152,127
166,139,116
184,155,137
194,167,145
186,160,136
188,162,138
182,153,131
33,56,59
40,64,75
15,30,42
25,36,46
21,40,41
24,41,44
21,37,45
20,31,35
13,22,23
11,18,20
25,35,36
32,44,45
31,42,43
25,35,35
19,31,30
25,40,39
21,33,29
15,25,22
56,71,70
61,76,70
41,57,49
29,36,36
72,59,56
131,98,78
112,80,65
85,64,53
98,75,64
105,81,74
109,86,79
112,90,78
105,83,70
87,66,53
126,107,95
119,101,89
80,60,47
108,81,69
106,76,67
102,72,61
136,107,92
162,133,118
132,103,91
119,93,82
114,88,76
117,90,78
123,97,87
116,88,80
130,100,89
83,63,59
46,35,38
89,68,59
132,99,82
139,112,94
169,145,122
193,162,136
180,145,117
184,156,134
200,171,150
188,161,138
179,152,130
185,156,137
191,164,140
187,160,136
180,153,129
185,156,132
27,53,46
37,66,67
40,59,66
13,21,25
5,12,10
1,10,9
9,24,32
10,23,25
19,28,32
36,45,53
23,35,41
39,53,57
33,49,53
3,12,13
0,0,0
15,28,30
13,24,24
19,27,25
40,51,51
39,50,46
38,58,56
55,60,61
71,55,50
61,42,28
115,91,84
118,97,88
105,84,75
116,93,84
101,76,68
114,92,81
119,97,85
103,81,70
104,83,71
101,79,66
114,90,78
136,107,99
116,88,78
111,84,73
133,105,87
149,119,98
149,118,105
125,94,83
118,91,83
123,97,88
126,100,89
121,93,83
122,96,86
99,77,68
155,143,138
172,164,160
210,202,193
155,130,112
153,117,96
177,146,123
189,160,135
191,161,134
199,168,147
200,169,147
192,163,141
191,162,142
195,166,144
196,165,141
198,167,143
204,175,147
34,55,51
46,78,71
28,51,48
7,15,16
15,24,28
11,23,28
34,52,61
12,22,23
25,34,36
44,59,65
37,49,54
31,44,45
18,32,32
30,43,50
24,32,43
37,55,61
20,38,36
23,34,32
32,45,43
34,42,38
46,59,54
51,63,62
78,76,72
106,86,80
99,75,68
113,91,81
107,85,76
112,90,80
112,87,79
97,74,64
112,92,79
126,101,90
103,73,63
101,73,63
132,103,90
137,108,95
128,102,88
111,86,74
113,86,70
138,108,87
148,119,104
148,117,105
132,103,94
118,91,84
122,95,84
117,91,80
109,88,75
104,83,68
102,80,61
194,184,173
255,255,252
159,129,113
148,118,97
173,146,124
187,158,134
203,175,148
208,178,151
205,176,150
203,174,148
210,180,153
213,182,156
215,185,161
216,187,163
211,184,159
25,37,37
24,40,36
4,12,12
10,16,19
10,24,30
26,39,45
23,33,35
9,17,18
20,33,34
15,30,28
35,45,45
24,35,37
22,35,36
35,51,53
14,24,29
30,38,37
29,41,40
22,35,39
34,51,47
29,37,32
48,60,54
50,62,58
84,79,75
106,83,77
93,69,61
103,80,71
127,105,97
107,84,76
112,90,81
108,86,74
113,94,80
124,101,90
119,92,83
103,76,67
110,83,70
122,93,80
126,98,87
123,97,84
106,78,68
130,98,89
159,126,110
155,125,107
138,111,96
121,94,82
122,93,85
124,98,90
123,101,89
113,92,81
120,93,80
129,98,84
155,123,110
157,126,110
166,140,118
178,150,128
197,166,142
205,177,149
207,181,155
210,181,153
217,188,161
220,191,164
216,187,161
216,188,163
219,191,167
215,184,160
7,15,12
1,14,15
27,42,48
19,33,37
1,15,18
8,18,22
3,7,9
4,10,12
0,12,8
10,24,21
38,53,54
19,35,35
25,39,39
32,47,45
22,39,45
22,35,37
9,18,17
40,51,55
35,47,47
30,41,39
54,65,64
64,75,74
79,81,79
96,83,76
110,88,78
106,84,70
122,100,87
107,81,71
97,72,62
120,95,84
126,100,90
124,97,87
127,101,91
110,87,76
105,78,71
123,95,83
135,105,93
148,118,109
119,95,83
124,94,85
123,86,68
132,98,78
145,120,105
125,100,87
134,105,97
135,110,101
142,120,109
144,122,110
150,127,116
143,113,101
131,99,83
174,146,128
197,170,148
203,174,152
209,179,155
213,183,156
214,185,157
216,188,160
217,189,165
217,190,164
213,185,155
216,188,161
216,189,161
212,180,156
27,44,42
11,25,30
19,37,46
17,35,41
12,23,28
9,17,24
16,25,31
0,6,11
0,9,8
27,44,42
46,69,67
43,68,63
29,46,44
8,19,16
40,57,62
54,79,88
19,32,33
0,1,0
29,34,38
52,68,67
52,64,60
59,70,68
65,77,73
96,91,84
115,89,79
125,98,84
117,90,77
134,106,96
127,98,88
108,79,69
112,85,75
119,89,80
125,99,89
122,101,90
103,76,70
106,79,66
128,97,85
140,110,101
143,119,104
80,59,49
