hu1,hu2,hu3,hu4,hu5,hu6,hu7,area,perimeter,compactness,class
0.16257149213401073,5.634184505431841e-05,0.0001537614281577955,1.2922863301509507e-06,-1.738363055546789e-11,-9.635216919771176e-09,-5.4447688250816325e-12,299.5,68.04163014888763,0.8129377120408153,a
0.16814540459298868,0.000976033112540787,0.00031362243275097405,2.939718784228427e-06,8.711147687285837e-11,3.6472583792790295e-08,1.9471384171920265e-11,151.0,49.455843687057495,0.7758032260036876,a
0.16356002143000287,6.92768638153454e-05,0.0001457603038881584,3.023799807302459e-06,-6.327177428575848e-11,-2.492407003628048e-08,-5.159518366758236e-12,902.0,119.5979790687561,0.79244425144982,a
0.21740091752143031,0.000394817899545434,0.0008743628527463665,0.0001873021232018756,7.28208802060548e-08,3.4659568600582057e-06,2.1035997318531964e-08,613.0,163.0538227558136,0.2897399415471227,a
0.16721708104404093,0.0006007766281722263,5.9715228525389326e-05,3.789090443120366e-06,-5.6907259368266756e-11,-9.275990662824724e-08,-3.1807638792717987e-12,1122.0,465.10259318351746,0.06517862570176405,a
0.2245978368841106,0.0007350246570260856,0.002226498550333655,0.0010286391190496343,1.1307308957421414e-06,2.6075956939600582e-05,-1.0699401289041676e-06,390.5,257.37972366809845,0.07407680485266013,a
0.2224561080185077,0.0033133462566161723,0.001973524702259367,0.0008823272512797314,9.169843239360866e-07,1.8348878859539632e-05,7.174538424287424e-07,218.0,89.11269783973694,0.34497464294974595,a
0.21210814579053555,5.464210440865277e-05,0.0009119508594072701,0.0003429506232114862,1.9113605589453565e-07,1.2461843494737905e-06,1.5862663268258057e-08,532.0,158.02438521385193,0.26771535275070696,a
0.21427048586935338,0.0005988787893386471,0.0007717293403599352,0.00016632278742991302,5.913828051874109e-08,3.5663920309135068e-06,7.308574029071845e-09,624.5,162.2670258283615,0.2980449409891569,a
0.16428241548217853,5.9073957987030695e-05,8.381628974113637e-05,4.555664063811868e-06,-8.598748235224565e-11,-3.440427714817487e-08,-2.304051264470854e-11,1639.0,173.53910398483276,0.6839023814886372,a
0.1702245920203232,0.0007743713281653306,0.00022149768828436762,3.84323379532634e-06,9.53339034439094e-11,4.682351475370958e-08,-5.903427851565475e-11,230.0,63.11269783973694,0.725611588129368,a
0.21635345791952482,3.0050213170406594e-06,0.0008773256050572434,0.00037358952860882443,2.1301495866152213e-07,6.11914109282028e-07,-1.9229139436669804e-08,1181.0,241.48022890090942,0.2545051670351263,a
0.16382368472920816,0.0003836208483205371,9.573223634693014e-05,3.1875591289484687e-06,-5.552323225118299e-11,-6.240897270639879e-08,4.204684640738605e-12,721.5,109.01219260692596,0.7629499514172532,a
0.1651912032057305,0.001190097262966101,7.521676924706698e-05,2.5081979241654624e-06,-3.4211882170711937e-11,-8.605181566562774e-08,-4.05077061433558e-12,596.5,186.81118214130402,0.21479025554155137,a
0.16417311633899667,0.00040127784445378914,0.00010682384328998982,1.6173792561950108e-06,-6.7331965442939345e-12,7.515520530392229e-09,2.0165019817026974e-11,85.5,36.38477599620819,0.811589776628901,a
0.162042343507326,0.0001884482050196421,0.0001118644571531975,5.174791329976959e-07,-3.90204438855393e-12,-6.9978729502433905e-09,-5.248234629153149e-13,278.0,65.94112491607666,0.8034187381875936,a
0.16263205543803966,6.633594255874093e-05,0.00012978061983333979,1.7229181505347182e-06,-2.5665461030802872e-11,-1.3926802461057046e-08,-2.243426318109734e-12,296.5,66.87005722522736,0.8332420371124899,a
0.2089451817069692,0.005264364023900365,0.0013716894447275653,0.0009340974461694071,1.0451818239313894e-06,6.680289824033326e-05,1.5990816499011456e-07,1020.0,183.68123936653137,0.3799097449302536,a
0.240403978552123,0.006774306436797404,0.0038588812972223303,0.0018632077298959234,4.817726935902918e-06,0.00015187789101795665,1.322703933911576e-06,95.0,74.28427076339722,0.21634145224110046,a
0.16366538016471288,7.58642731590814e-05,7.80282672052601e-05,2.1386029544906947e-06,-2.5752040788507922e-11,-1.7972761368195506e-08,1.0001978786844052e-11,241.5,60.870057225227356,0.8190672835613502,a
0.16696689747154747,0.0010047040726509997,5.420792510443387e-06,3.342655372254616e-06,2.8437500417552084e-12,2.7776288505595597e-08,1.3941747441426027e-11,581.5,191.92387998104095,0.1983816752511336,a
0.20891438807844537,0.0001366800721740798,0.000988826291785059,0.00016953382786782435,6.610476258386489e-08,1.5645321919549733e-06,-2.1175644343928387e-08,1409.0,248.7939372062683,0.286049551555005,a
0.9865185144998475,0.20090740943666524,0.15278627435818132,0.436598735094227,0.11207156816930097,0.19533075832217772,-0.012466529801054983,48.0,200.5096664428711,0.015003081634773761,a
0.21970646276488184,0.001825895427951232,0.00031362065194627813,0.0010438002740782823,5.922108938354138e-07,-8.173366457526553e-08,7.712511790928047e-08,799.5,457.34523379802704,0.048033033725448836,a
0.1635420536456791,0.00036407845505241507,0.0001174071926352508,2.923597237933383e-06,-5.399138755425605e-11,-5.572912256891573e-08,-4.3409390094651165e-12,824.0,116.42640614509583,0.7638957468778385,a
0.19388990495296826,0.002601756074953167,0.0005643863289686406,0.00010871676974034654,1.571030271742224e-08,1.3662198918016618e-06,2.187236302622408e-08,151.5,66.5269113779068,0.43015777265896243,a
0.19698825972766756,0.00038879677351907785,0.0007952549362591243,4.421385385114374e-05,5.3509221116785075e-09,1.5199573741014704e-07,-6.332708306658806e-09,761.0,168.36753106117249,0.3373477624167477,a
0.16383143229027422,0.0003456046747730405,0.00014552481874810017,3.3287899174225627e-06,-7.114626431707642e-11,-5.899108321984456e-08,1.7493080806644878e-11,834.0,114.76955199241638,0.7956508699119931,a
0.16434194577254022,0.00048032434936582914,0.00016088276346564714,3.8690811766708275e-06,-7.366987339406534e-11,-7.615176308513701e-08,6.237765248986406e-11,195.5,54.72792184352875,0.8202357825650022,a
0.18225701819635565,0.0004562287860251332,0.00027336349028756683,0.0002648815981624196,5.6638109380181744e-08,5.1899248790906065e-06,4.327240219967979e-08,357.0,147.1959581375122,0.2070552803628132,a
0.19424149011301833,0.004246983443877765,0.0003537518443976767,0.00027729760288716036,8.448020695058288e-08,1.7526685565324248e-05,2.0148751981438793e-08,462.0,117.39696860313416,0.421248215353164,a
0.16422155825484902,0.00039532633626226704,0.00013798053003701092,4.117521334782276e-06,-9.803371894263339e-11,-8.161881868723432e-08,4.646240303982108e-12,1653.0,174.85281229019165,0.6794186655851411,a
0.1642136279215009,0.00036860086840143574,9.774219665962493e-05,3.764531036069634e-06,-7.100007207911985e-11,-7.202604582854875e-08,-1.3172494440332923e-11,720.0,111.25483322143555,0.7309784713672477,a
0.16770236367237493,0.0018700208622568141,5.4886179684821116e-05,1.8483458100138247e-06,-1.796179773468226e-11,-7.812477733677361e-08,-4.8950132057163285e-12,154.0,93.11269783973694,0.22320954632978765,a
0.16302803381075523,0.000122797823157909,0.00012341189422104498,2.9125379229865945e-06,-2.496917878289354e-11,-1.764855738655989e-08,-4.925079624826793e-11,186.5,53.55634891986847,0.817084130211081,a
0.4851882524055445,0.06098866847484171,0.0004727520364838736,0.004704583282725865,2.0011410610164485e-06,-0.0011612580527948176,-6.724708182855019e-06,78.0,133.0538227558136,0.05536684202541101,a
